mysql> select i.f,i.c,e.f,e.c from incomefamily i,expensefamily e where i.f=e.f;
+------+------+------+------+
| f    | c    | f    | c    |
| 11   |  508 |
| 110  |  468 |
| 1100 |  439 |
| 1101 |  385 |
| 1102 |  384 |
| 1103 |  327 |
| 1104 |  334 |
| 1105 |  320 |
| 1106 |  388 |
| 1107 |  385 |
| 1108 |  307 |
| 1109 |  454 |
| 111  |  343 |
| 1110 |  435 |
| 1111 |  428 |
| 1116 |  402 |
| 1117 |  387 |
| 1118 |  276 |
| 112  |  349 |
| 1120 |  265 |
| 1121 |  252 |
| 1124 |  325 |
| 1125 |  236 |
| 1126 |  317 |
| 1127 |  352 |
| 1128 |  474 |
| 113  |  344 |
| 1130 |  468 |
| 1131 |  442 |
| 1132 |  437 |
| 1133 |  351 |
| 1134 |  426 |
| 1135 |  344 |
| 1136 |  361 |
| 1137 |  300 |
| 1138 |  369 |
| 1139 |  397 |
| 114  |  372 |
| 1142 |  427 |
| 1143 |  492 |
| 1144 |  536 |
| 1145 |  318 |
| 1146 |  431 |
| 1149 |  480 |
| 1150 |  401 |
| 1151 |  336 |
| 1152 |  498 |
| 1153 |  593 |
| 1154 |  523 |
| 1155 |  341 |
| 1158 |  360 |
| 1159 |  342 |
| 1161 |  380 |
| 1162 |  344 |
| 1163 |  398 |
| 1165 |  402 |
| 1166 |  415 |
| 1167 |  486 |
| 1168 |  437 |
| 1169 |  427 |
| 117  |  356 |
| 1170 |  503 |
| 1171 |  444 |
| 1173 |  342 |
| 1174 |  370 |
| 1175 |  409 |
| 1176 |  426 |
| 1177 |  352 |
| 1178 |  408 |
| 1179 |  345 |
| 118  |  473 |
| 1180 |  424 |
| 1181 |  252 |
| 1183 |  299 |
| 1184 |  316 |
| 1185 |  329 |
| 1186 |  273 |
| 1188 |  407 |
| 1190 |  298 |
| 1191 |  349 |
| 1192 |  472 |
| 1193 |  398 |
| 1194 |  333 |
| 1195 |  331 |
| 1196 |  322 |
| 1197 |  301 |
| 1198 |  344 |
| 12   |  280 |
| 120  |  370 |
| 1201 |  378 |
| 1202 |  403 |
| 1203 |  402 |
| 1204 |  383 |
| 1205 |  398 |
| 1206 |  421 |
| 1208 |  393 |
| 1209 |  417 |
| 1211 |  373 |
| 1212 |  421 |
| 1214 |  248 |
| 1215 |  220 |
| 1216 |  205 |
| 1218 |  303 |
| 1219 |  323 |
| 122  |  306 |
| 1220 |  351 |
| 1221 |  305 |
| 1222 |  338 |
| 1223 |  298 |
| 1225 |  261 |
| 1226 |  210 |
| 1227 |  346 |
| 1228 |  391 |
| 1229 |  255 |
| 123  |  358 |
| 1231 |  312 |
| 1232 |  351 |
| 1233 |  352 |
| 1234 |  405 |
| 1235 |  220 |
| 1237 |  309 |
| 1238 |  375 |
| 1239 |  309 |
| 1240 |  422 |
| 1241 |  378 |
| 1242 |  403 |
| 1243 |  181 |
| 1244 |  288 |
| 1245 |  238 |
| 1246 |  226 |
| 1247 |  240 |
| 1248 |  328 |
| 1249 |  207 |
| 125  |  367 |
| 1250 |  196 |
| 1251 |  201 |
| 1252 |  158 |
| 1254 |  210 |
| 1256 |  327 |
| 1257 |  282 |
| 126  |  605 |
| 1260 |  351 |
| 1261 |  322 |
| 1262 |  318 |
| 1263 |  379 |
| 1264 |  350 |
| 1267 |  272 |
| 1270 |  359 |
| 1271 |  373 |
| 1274 |  381 |
| 1278 |  379 |
| 1279 |  266 |
| 128  |  569 |
| 1280 |  242 |
| 1281 |  273 |
| 1283 |  379 |
| 1285 |  383 |
| 1286 |  335 |
| 1287 |  297 |
| 1288 |  309 |
| 1289 |  269 |
| 1294 |  359 |
| 1297 |  371 |
| 13   |  320 |
| 130  |  551 |
| 1300 |  225 |
| 1301 |  227 |
| 1302 |  225 |
| 1303 |  211 |
| 1304 |  227 |
| 1306 |  325 |
| 1308 |  298 |
| 1310 |  439 |
| 1312 |  477 |
| 1313 |  464 |
| 1314 |  317 |
| 1315 |  388 |
| 1316 |  422 |
| 1319 |  435 |
| 1320 |  361 |
| 1321 |  379 |
| 1322 |  466 |
| 1323 |  457 |
| 1324 |  389 |
| 1325 |  530 |
| 1326 |  452 |
| 1327 |  502 |
| 1328 |  452 |
| 1329 |  382 |
| 133  |  755 |
| 1330 |  246 |
| 1332 |  179 |
| 1333 |  204 |
| 1336 |  263 |
| 1337 |  249 |
| 1338 |  265 |
| 1339 |  253 |
| 134  |  777 |
| 1340 |  455 |
| 1341 |  435 |
| 1342 |  359 |
| 1343 |  453 |
| 1344 |  406 |
| 1347 |  512 |
| 1348 |  418 |
| 1349 |  427 |
| 1351 |  327 |
| 1352 |  306 |
| 1353 |  293 |
| 1354 |  267 |
| 1355 |  259 |
| 1356 |  279 |
| 1357 |  281 |
| 1358 |  321 |
| 1359 |  263 |
| 136  |  711 |
| 1360 |  390 |
| 1361 |  377 |
| 1362 |  348 |
| 1363 |  415 |
| 1364 |  345 |
| 1365 |  408 |
| 1366 |  393 |
| 1368 |  410 |
| 137  |  770 |
| 1371 |  327 |
| 1372 |  318 |
| 1373 |  318 |
| 1374 |  335 |
| 1375 |  349 |
| 1376 |  325 |
| 1379 |  309 |
| 138  |  480 |
| 1380 |  348 |
| 1381 |  421 |
| 1382 |  600 |
| 1383 |  556 |
| 1384 |  456 |
| 1385 |  562 |
| 1386 |  385 |
| 1387 |  474 |
| 1389 |  463 |
| 1391 |  428 |
| 1392 |  383 |
| 1393 |  399 |
| 1394 |  395 |
| 1396 |  420 |
| 1398 |  422 |
| 1399 |  429 |
| 140  |  745 |
| 1400 |  419 |
| 1402 |  403 |
| 1405 |  358 |
| 1406 |  341 |
| 1407 |  327 |
| 1408 |  374 |
| 1409 |  349 |
| 1410 |  353 |
| 1411 |  388 |
| 1412 |  352 |
| 1414 |  416 |
| 1416 |  379 |
| 1417 |  342 |
| 1418 |  380 |
| 1419 |  402 |
| 1420 |  417 |
| 1421 |  397 |
| 1422 |  403 |
| 1423 |  403 |
| 1424 |  444 |
| 1426 |  488 |
| 1427 |  503 |
| 1428 |  461 |
| 1429 |  446 |
| 1431 |  473 |
| 1432 |  529 |
| 1436 |  431 |
| 1437 |  415 |
| 1438 |  399 |
| 1439 |  412 |
| 1440 |  419 |
| 1441 |  429 |
| 1443 |  479 |
| 1444 |  445 |
| 1445 |  411 |
| 1446 |  444 |
| 145  |  733 |
| 1457 |  428 |
| 1458 |  401 |
| 1459 |  392 |
| 146  |  745 |
| 1460 |  379 |
| 1461 |  418 |
| 1462 |  402 |
| 1464 |  399 |
| 1466 |  407 |
| 1468 |  257 |
| 1469 |  230 |
| 147  |  392 |
| 1470 |  248 |
| 1471 |  246 |
| 1472 |  232 |
| 1473 |  308 |
| 1474 |  248 |
| 1475 |  307 |
| 1478 |  271 |
| 1479 |  231 |
| 148  |  613 |
| 1480 |  219 |
| 1481 |  204 |
| 1482 |  257 |
| 1483 |  266 |
| 1484 |  226 |
| 1485 |  279 |
| 1486 |  242 |
| 1487 |  197 |
| 1488 |  216 |
| 1489 |  222 |
| 149  |  677 |
| 1490 |  360 |
| 1491 |  383 |
| 1493 |  401 |
| 1494 |  377 |
| 1495 |  327 |
| 1496 |  318 |
| 1497 |  322 |
| 1498 |  339 |
| 1499 |  303 |
| 150  |  630 |
| 1501 |  328 |
| 1502 |  310 |
| 1503 |  337 |
| 1504 |  315 |
| 1506 |  335 |
| 1507 |  340 |
| 1508 |  315 |
| 1509 |  297 |
| 1511 |  327 |
| 1513 |  345 |
| 1514 |  277 |
| 1516 |  300 |
| 1519 |  294 |
| 152  |  648 |
| 1523 |  330 |
| 1527 |  338 |
| 153  |  409 |
| 1530 |  477 |
| 1536 |  299 |
| 154  |  432 |
| 1540 |  355 |
| 1541 |  336 |
| 1545 |  363 |
| 1548 |  395 |
| 155  |  476 |
| 1550 |  559 |
| 1551 |  514 |
| 1553 |  441 |
| 1554 |  527 |
| 1555 |  537 |
| 1556 |  427 |
| 1557 |  438 |
| 156  |  485 |
| 1560 |  326 |
| 1562 |  323 |
| 1563 |  387 |
| 1565 |  428 |
| 1566 |  437 |
| 1567 |  408 |
| 1568 |  369 |
| 1569 |  349 |
| 1571 |  426 |
| 1572 |  361 |
| 1574 |  350 |
| 1575 |  469 |
| 1576 |  458 |
| 1577 |  455 |
| 1578 |  371 |
| 1579 |  378 |
| 1581 |  284 |
| 1582 |  362 |
| 1584 |  364 |
| 1587 |  347 |
| 1588 |  374 |
| 1589 |  357 |
| 159  |  468 |
| 1590 |  362 |
| 1591 |  366 |
| 1592 |  353 |
| 1594 |  376 |
| 1595 |  277 |
| 1596 |  423 |
| 1597 |  434 |
| 1598 |  412 |
| 1599 |  408 |
| 1600 |  417 |
| 1601 |  428 |
| 1602 |  376 |
| 1603 |  418 |
| 1604 |  396 |
| 1605 |  406 |
| 1606 |  416 |
| 1609 |  472 |
| 161  |  469 |
| 1610 |  247 |
| 1611 |  260 |
| 1612 |  246 |
| 1613 |  362 |
| 1617 |  323 |
| 1619 |  319 |
| 1620 |  308 |
| 1623 |  346 |
| 1625 |  374 |
| 1626 |  412 |
| 1627 |  356 |
| 1629 |  369 |
| 163  |  319 |
| 1630 |  361 |
| 1631 |  352 |
| 1635 |  358 |
| 1636 |  356 |
| 1638 |  371 |
| 1639 |  371 |
| 164  |  514 |
| 1640 |  371 |
| 1641 |  379 |
| 1642 |  375 |
| 1643 |  370 |
| 1644 |  353 |
| 1645 |  251 |
| 1646 |  351 |
| 1648 |  322 |
| 1649 |  392 |
| 1650 |  376 |
| 1651 |  352 |
| 1654 |  376 |
| 1655 |  318 |
| 1656 |  299 |
| 1657 |  359 |
| 1658 |  329 |
| 1659 |  413 |
| 166  |  567 |
| 1660 |  425 |
| 1661 |  406 |
| 1663 |  343 |
| 1664 |  386 |
| 1665 |  345 |
| 1666 |  367 |
| 1667 |  309 |
| 1668 |  303 |
| 1669 |  345 |
| 167  |  642 |
| 1670 |  395 |
| 1671 |  372 |
| 1672 |  383 |
| 1673 |  383 |
| 1674 |  393 |
| 1675 |  386 |
| 1676 |  379 |
| 1677 |  381 |
| 1678 |  413 |
| 1679 |  422 |
| 1680 |  407 |
| 1681 |  415 |
| 1682 |  437 |
| 1683 |  406 |
| 1684 |  352 |
| 1685 |  449 |
| 1686 |  385 |
| 1687 |  433 |
| 1688 |  411 |
| 1689 |  429 |
| 1690 |  439 |
| 1691 |  442 |
| 1692 |  440 |
| 1693 |  426 |
| 1694 |  257 |
| 1695 |  259 |
| 1696 |  249 |
| 1697 |  271 |
| 1698 |  249 |
| 1699 |  290 |
| 170  |  490 |
| 1700 |  231 |
| 1701 |  250 |
| 1702 |  264 |
| 1703 |  407 |
| 1704 |  387 |
| 1705 |  377 |
| 1706 |  407 |
| 1707 |  548 |
| 1708 |  441 |
| 1709 |  389 |
| 1710 |  445 |
| 1711 |  377 |
| 1717 |  309 |
| 1718 |  394 |
| 1719 |  335 |
| 172  |  472 |
| 1720 |  367 |
| 1722 |  294 |
| 1723 |  380 |
| 1724 |  394 |
| 1725 |  454 |
| 1727 |  317 |
| 1728 |  294 |
| 1729 |  343 |
| 1730 |  362 |
| 1731 |  392 |
| 1732 |  347 |
| 1733 |  445 |
| 1735 |  373 |
| 1736 |  428 |
| 1737 |  352 |
| 1738 |  375 |
| 174  |  436 |
| 1740 |  373 |
| 1741 |  332 |
| 1742 |  378 |
| 1743 |  342 |
| 1744 |  288 |
| 1745 |  356 |
| 1746 |  372 |
| 1747 |  335 |
| 1748 |  364 |
| 1749 |  375 |
| 175  |  456 |
| 1750 |  373 |
| 1751 |  461 |
| 1752 |  297 |
| 1753 |  384 |
| 1754 |  415 |
| 1755 |  411 |
| 1756 |  423 |
| 1757 |  429 |
| 1758 |  352 |
| 1759 |  375 |
| 1760 |  398 |
| 1761 |  381 |
| 1762 |  416 |
| 1763 |  420 |
| 1764 |  402 |
| 1765 |  468 |
| 1766 |  424 |
| 1767 |  438 |
| 1768 |  370 |
| 1769 |  403 |
| 177  |  411 |
| 1770 |  439 |
| 1771 |  414 |
| 1772 |  423 |
| 1773 |  264 |
| 1774 |  284 |
| 1775 |  304 |
| 1776 |  327 |
| 1778 |  244 |
| 1779 |  284 |
| 178  |  412 |
| 1780 |  266 |
| 1781 |  275 |
| 1782 |  294 |
| 1783 |  360 |
| 1784 |  350 |
| 179  |  435 |
| 180  |  393 |
| 1801 |  467 |
| 1802 |  342 |
| 1807 |  307 |
| 181  |  403 |
| 1811 |  431 |
| 1812 |  418 |
| 1816 |  617 |
| 1817 |  559 |
| 1818 |  679 |
| 1819 |  630 |
| 1820 |  586 |
| 1821 |  661 |
| 1822 |  657 |
| 1823 |  697 |
| 1824 |  626 |
| 1825 |  466 |
| 1826 |  576 |
| 1827 |  559 |
| 1828 |  568 |
| 1829 |  503 |
| 1831 |  548 |
| 1833 |  422 |
| 1834 |  396 |
| 1835 |  465 |
| 1836 |  488 |
| 1837 |  401 |
| 1839 |  454 |
| 1840 |  495 |
| 1841 |  474 |
| 1842 |  469 |
| 1843 |  489 |
| 1844 |  473 |
| 1845 |  457 |
| 1846 |  515 |
| 1847 |  525 |
| 1848 |  356 |
| 1849 |  407 |
| 185  |  406 |
| 1850 |  366 |
| 1851 |  379 |
| 1852 |  201 |
| 1853 |  227 |
| 1854 |  294 |
| 1855 |  237 |
| 1857 |  379 |
| 1858 |  387 |
| 1859 |  371 |
| 186  |  349 |
| 1860 |  381 |
| 1861 |  371 |
| 1862 |  398 |
| 1863 |  435 |
| 1864 |  456 |
| 1865 |  434 |
| 1866 |  452 |
| 1868 |  237 |
| 187  |  364 |
| 1871 |  352 |
| 1872 |  485 |
| 1873 |  265 |
| 1874 |  280 |
| 1875 |  320 |
| 1876 |  414 |
| 1879 |  307 |
| 188  |  386 |
| 1880 |  216 |
| 1881 |  192 |
| 1882 |  192 |
| 1883 |  259 |
| 1884 |  493 |
| 1886 |  413 |
| 1888 |  392 |
| 1889 |  384 |
| 1890 |  380 |
| 1891 |  457 |
| 1893 |  297 |
| 1894 |  384 |
| 1895 |  374 |
| 1896 |  397 |
| 1897 |  292 |
| 1898 |  331 |
| 1899 |  302 |
| 190  |  404 |
| 1900 |  269 |
| 1901 |  289 |
| 1902 |  363 |
| 1903 |  280 |
| 1904 |  318 |
| 1905 |  433 |
| 1906 |  441 |
| 1907 |  407 |
| 1908 |  444 |
| 191  |  386 |
| 1910 |  354 |
| 1911 |  318 |
| 1913 |  618 |
| 1914 |  589 |
| 1915 |  337 |
| 1917 |  355 |
| 1918 |  613 |
| 1919 |  347 |
| 1920 |  333 |
| 1922 |  316 |
| 1923 |  329 |
| 1924 |  403 |
| 1925 |  267 |
| 1926 |  349 |
| 1927 |  308 |
| 1928 |  299 |
| 1930 |  370 |
| 1931 |  342 |
| 1933 |  337 |
| 1934 |  380 |
| 1936 |  342 |
| 1937 |  374 |
| 1938 |  419 |
| 1939 |  390 |
| 1941 |  377 |
| 1942 |  421 |
| 1943 |  412 |
| 1944 |  386 |
| 1945 |  427 |
| 1947 |  371 |
| 1948 |  428 |
| 1949 |  407 |
| 195  |  659 |
| 1951 |  407 |
| 1952 |  628 |
| 1953 |  608 |
| 1954 |  370 |
| 1955 |  352 |
| 1956 |  586 |
| 1957 |  589 |
| 1958 |  594 |
| 1959 |  400 |
| 1960 |  583 |
| 1961 |  356 |
| 1962 |  329 |
| 1963 |  285 |
| 1964 |  479 |
| 1966 |  331 |
| 1967 |  355 |
| 1969 |  348 |
| 1970 |  498 |
| 1971 |  272 |
| 1972 |  300 |
| 1973 |  280 |
| 1974 |  303 |
| 1975 |  334 |
| 1976 |  359 |
| 1978 |  336 |
| 1979 |  301 |
| 198  |  434 |
| 1980 |  363 |
| 1981 |  372 |
| 1983 |  389 |
| 1984 |  338 |
| 1985 |  365 |
| 1986 |  335 |
| 1987 |  343 |
| 1988 |  468 |
| 1990 |  460 |
| 1991 |  374 |
| 1992 |  367 |
| 1993 |  421 |
| 1994 |  480 |
| 1995 |  485 |
| 1996 |  444 |
| 1999 |  467 |
| 2000 |  505 |
| 2001 |  410 |
| 2004 |  535 |
| 2005 |  463 |
| 2006 |  466 |
| 2007 |  456 |
| 2009 |  418 |
| 201  |  457 |
| 2010 |  490 |
| 2011 |  478 |
| 2012 |  463 |
| 2013 |  406 |
| 2014 |  501 |
| 2015 |  430 |
| 2017 |  423 |
| 2018 |  472 |
| 2019 |  434 |
| 202  |  619 |
| 2020 |  349 |
| 2022 |  424 |
| 2023 |  382 |
| 2024 |  385 |
| 2026 |  470 |
| 2027 |  448 |
| 2028 |  426 |
| 2029 |  385 |
| 2030 |  378 |
| 2031 |  372 |
| 2032 |  380 |
| 2033 |  380 |
| 2036 |  394 |
| 2037 |  378 |
| 2038 |  376 |
| 2039 |  371 |
| 2040 |  383 |
| 205  |  644 |
| 2052 |  501 |
| 2053 |  467 |
| 2054 |  468 |
| 2055 |  473 |
| 2056 |  482 |
| 2057 |  459 |
| 2058 |  473 |
| 2059 |  460 |
| 2060 |  476 |
| 2061 |  462 |
| 2062 |  444 |
| 2063 |  393 |
| 2064 |  445 |
| 2065 |  463 |
| 2066 |  425 |
| 2067 |  406 |
| 2068 |  432 |
| 2069 |  343 |
| 207  |  374 |
| 2070 |  480 |
| 2072 |  438 |
| 2073 |  525 |
| 2074 |  570 |
| 2075 |  467 |
| 2076 |  483 |
| 2077 |  538 |
| 2078 |  527 |
| 2079 |  508 |
| 208  |  390 |
| 2080 |  558 |
| 2081 |  515 |
| 2082 |  486 |
| 2083 |  492 |
| 2084 |  462 |
| 2085 |  502 |
| 2086 |  506 |
| 2087 |  507 |
| 2088 |  471 |
| 2089 |  493 |
| 209  |  647 |
| 2090 |  532 |
| 2091 |  527 |
| 2092 |  466 |
| 2093 |  463 |
| 2094 |  458 |
| 2095 |  448 |
| 2096 |  417 |
| 2097 |  466 |
| 2098 |  437 |
| 2099 |  654 |
| 21   |  490 |
| 2100 |  478 |
| 2101 |  467 |
| 2102 |  418 |
| 2104 |  443 |
| 2105 |  430 |
| 2106 |  532 |
| 2107 |  404 |
| 2108 |  419 |
| 2109 |  358 |
| 211  |  494 |
| 2110 |  443 |
| 2112 |  434 |
| 2113 |  637 |
| 2114 |  463 |
| 2115 |  397 |
| 2118 |  468 |
| 2119 |  395 |
| 212  |  603 |
| 2120 |  417 |
| 2121 |  456 |
| 2122 |  619 |
| 2123 |  402 |
| 2125 |  916 |
| 2126 |  502 |
| 2127 |  466 |
| 2128 |  489 |
| 2129 |  477 |
| 213  |  400 |
| 2130 |  435 |
| 2131 |  481 |
| 2133 |  436 |
| 2134 |  488 |
| 2135 |  498 |
| 2136 |  456 |
| 2137 |  457 |
| 2138 |  519 |
| 2139 |  556 |
| 2140 |  569 |
| 2141 |  514 |
| 2142 |  546 |
| 2143 |  519 |
| 2144 |  504 |
| 2145 |  560 |
| 2146 |  526 |
| 2147 |  505 |
| 2148 |  517 |
| 215  |  368 |
| 2150 |  402 |
| 2151 |  352 |
| 2153 |  327 |
| 2154 |  344 |
| 2155 |  343 |
| 2158 |  366 |
| 216  |  354 |
| 2163 |  403 |
| 2164 |  417 |
| 2167 |  445 |
| 2168 |  488 |
| 2169 |  372 |
| 217  |  332 |
| 2170 |  433 |
| 2172 |  388 |
| 2173 |  482 |
| 2177 |  492 |
| 2178 |  369 |
| 2179 |  342 |
| 218  |  415 |
| 2180 |  338 |
| 2181 |  378 |
| 2182 |  416 |
| 2183 |  460 |
| 2184 |  496 |
| 2185 |  454 |
| 2186 |  430 |
| 2187 |  318 |
| 2188 |  240 |
| 2189 |  313 |
| 219  |  386 |
| 2190 |  347 |
| 2191 |  314 |
| 2192 |  323 |
| 2193 |  341 |
| 2194 |  331 |
| 2195 |  312 |
| 2196 |  321 |
| 2197 |  322 |
| 2198 |  337 |
| 2200 |  324 |
| 2202 |  330 |
| 2203 |  329 |
| 2204 |  321 |
| 2205 |  262 |
| 2206 |  282 |
| 2208 |  277 |
| 2209 |  291 |
| 221  |  351 |
| 2210 |  280 |
| 2211 |  247 |
| 2212 |  286 |
| 2213 |  266 |
| 2215 |  260 |
| 2216 |  262 |
| 2217 |  276 |
| 2218 |  243 |
| 2220 |  318 |
| 2221 |  321 |
| 2223 |  272 |
| 2224 |  302 |
| 2225 |  278 |
| 2227 |  304 |
| 2228 |  345 |
| 2229 |  293 |
| 223  |  406 |
| 2230 |  345 |
| 2233 |  317 |
| 2234 |  309 |
| 2235 |  343 |
| 2236 |  247 |
| 2238 |  377 |
| 2241 |  296 |
| 2242 |  421 |
| 2243 |  555 |
| 2244 |  400 |
| 2245 |  470 |
| 2246 |  382 |
| 2247 |  456 |
| 2248 |  332 |
| 2249 |  357 |
| 225  |  406 |
| 2250 |  422 |
| 2251 |  533 |
| 2252 |  524 |
| 2254 |  346 |
| 2255 |  310 |
| 2256 |  346 |
| 2257 |  311 |
| 2258 |  320 |
| 2259 |  321 |
| 226  |  388 |
| 2260 |  310 |
| 2262 |  312 |
| 2263 |  398 |
| 2264 |  367 |
| 2265 |  336 |
| 2266 |  381 |
| 2268 |  368 |
| 2269 |  334 |
| 227  |  340 |
| 2270 |  339 |
| 2271 |  325 |
| 2272 |  383 |
| 2273 |  358 |
| 2274 |  407 |
| 2275 |  404 |
| 2277 |  428 |
| 2278 |  403 |
| 2279 |  398 |
| 2280 |  395 |
| 2281 |  402 |
| 2282 |  402 |
| 2284 |  405 |
| 2286 |  512 |
| 2287 |  445 |
| 2288 |  465 |
| 229  |  368 |
| 2290 |  470 |
| 2291 |  421 |
| 2292 |  463 |
| 2293 |  500 |
| 2294 |  486 |
| 2295 |  608 |
| 2297 |  477 |
| 2298 |  495 |
| 2299 |  529 |
| 23   |  390 |
| 230  |  313 |
| 2300 |  494 |
| 2301 |  467 |
| 2302 |  531 |
| 2303 |  474 |
| 2305 |  588 |
| 2306 |  552 |
| 2307 |  364 |
| 2308 |  441 |
| 2309 |  415 |
| 231  |  312 |
| 2311 |  519 |
| 2312 |  469 |
| 2313 |  337 |
| 2314 |  399 |
| 2317 |  402 |
| 2320 |  387 |
| 2321 |  406 |
| 2322 |  378 |
| 2323 |  414 |
| 2324 |  498 |
| 2325 |  499 |
| 2326 |  519 |
| 2328 |  450 |
| 233  |  292 |
| 2330 |  516 |
| 2332 |  506 |
| 2333 |  314 |
| 2335 |  333 |
| 2336 |  348 |
| 2337 |  319 |
| 2338 |  351 |
| 2339 |  322 |
| 234  |  729 |
| 2340 |  397 |
| 2341 |  416 |
| 2342 |  420 |
| 2343 |  412 |
| 2344 |  419 |
| 2346 |  418 |
| 2347 |  415 |
| 2348 |  455 |
| 2349 |  528 |
| 2350 |  477 |
| 2351 |  490 |
| 2352 |  541 |
| 2354 |  515 |
| 2355 |  490 |
| 2358 |  385 |
| 2359 |  401 |
| 2360 |  407 |
| 2361 |  393 |
| 2363 |  399 |
| 2364 |  393 |
| 2365 |  518 |
| 2366 |  528 |
| 2367 |  526 |
| 2368 |  490 |
| 2369 |  481 |
| 237  |  748 |
| 2370 |  524 |
| 2371 |  499 |
| 2372 |  498 |
| 2374 |  484 |
| 2375 |  567 |
| 2376 |  398 |
| 2377 |  355 |
| 2378 |  436 |
| 2380 |  294 |
| 2381 |  308 |
| 2382 |  284 |
| 2383 |  310 |
| 2384 |  306 |
| 2385 |  318 |
| 2386 |  325 |
| 2387 |  385 |
| 2389 |  287 |
| 239  |  599 |
| 2390 |  312 |
| 2392 |  451 |
| 2394 |  253 |
| 2396 |  374 |
| 2398 |  408 |
| 2399 |  397 |
| 24   |  381 |
| 2400 |  312 |
| 2401 |  279 |
| 2402 |  302 |
| 2403 |  288 |
| 2404 |  342 |
| 2405 |  365 |
| 2406 |  275 |
| 2407 |  317 |
| 241  |  580 |
| 2410 |  389 |
| 2411 |  471 |
| 2415 |  346 |
| 2419 |  470 |
| 242  |  670 |
| 2420 |  529 |
| 2421 |  540 |
| 2422 |  576 |
| 2423 |  511 |
| 2424 |  545 |
| 2425 |  561 |
| 2426 |  521 |
| 2427 |  546 |
| 2429 |  493 |
| 243  |  567 |
| 2431 |  498 |
| 2432 |  358 |
| 2434 |  472 |
| 2438 |  411 |
| 244  |  580 |
| 2440 |  412 |
| 2441 |  422 |
| 2442 |  416 |
| 2444 |  379 |
| 2445 |  362 |
| 2447 |  520 |
| 2448 |  360 |
| 245  |  593 |
| 2450 |  388 |
| 2451 |  457 |
| 2452 |  305 |
| 2453 |  367 |
| 2455 |  395 |
| 2456 |  415 |
| 2457 |  427 |
| 2459 |  426 |
| 246  |  513 |
| 2460 |  383 |
| 2462 |  341 |
| 2463 |  381 |
| 2464 |  407 |
| 2466 |  402 |
| 2467 |  363 |
| 2468 |  397 |
| 2469 |  394 |
| 247  |  548 |
| 2470 |  400 |
| 2471 |  394 |
| 2472 |  413 |
| 2473 |  412 |
| 2474 |  426 |
| 2475 |  449 |
| 2476 |  417 |
| 2477 |  456 |
| 2478 |  387 |
| 2479 |  427 |
| 2480 |  399 |
| 2481 |  381 |
| 2482 |  424 |
| 2483 |  394 |
| 2484 |  382 |
| 2485 |  373 |
| 2486 |  401 |
| 2487 |  383 |
| 2488 |  390 |
| 2489 |  380 |
| 249  |  599 |
| 2490 |  391 |
| 2491 |  370 |
| 2492 |  413 |
| 2493 |  398 |
| 2494 |  410 |
| 2495 |  404 |
| 2496 |  401 |
| 2497 |  383 |
| 2498 |  416 |
| 2499 |  406 |
| 2503 |  423 |
| 2504 |  390 |
| 2505 |  412 |
| 2506 |  361 |
| 2507 |  343 |
| 2508 |  420 |
| 2509 |  336 |
| 2510 |  467 |
| 2511 |  502 |
| 2513 |  486 |
| 2515 |  461 |
| 2518 |  516 |
| 2519 |  555 |
| 252  |  663 |
| 2520 |  550 |
| 2522 |  522 |
| 2523 |  595 |
| 2524 |  559 |
| 2525 |  558 |
| 2526 |  551 |
| 2527 |  531 |
| 2530 |  497 |
| 2531 |  464 |
| 2533 |  456 |
| 2534 |  488 |
| 2535 |  478 |
| 2536 |  397 |
| 2537 |  507 |
| 2538 |  488 |
| 254  |  533 |
| 2540 |  432 |
| 2541 |  378 |
| 2542 |  358 |
| 2544 |  404 |
| 2545 |  395 |
| 2546 |  339 |
| 2547 |  353 |
| 2548 |  380 |
| 2549 |  247 |
| 2550 |  396 |
| 2551 |  406 |
| 2552 |  382 |
| 2553 |  372 |
| 2555 |  344 |
| 2556 |  390 |
| 2557 |  355 |
| 2558 |  389 |
| 2559 |  373 |
| 256  |  581 |
| 2560 |  394 |
| 2561 |  378 |
| 2562 |  366 |
| 2563 |  406 |
| 2564 |  428 |
| 2566 |  480 |
| 2567 |  600 |
| 2569 |  214 |
| 2570 |  350 |
| 2572 |  212 |
| 2573 |  304 |
| 2575 |  361 |
| 2577 |  128 |
| 2578 |  187 |
| 2579 |  210 |
| 258  |  667 |
| 2581 |  225 |
| 2583 |  273 |
| 2584 |  260 |
| 2585 |  266 |
| 2586 |  261 |
| 2587 |  245 |
| 259  |  630 |
| 2590 |  259 |
| 2591 |  289 |
| 2592 |  578 |
| 2593 |  366 |
| 2595 |  235 |
| 2596 |  350 |
| 2597 |  360 |
| 2598 |  266 |
| 2600 |  362 |
| 2601 |  374 |
| 2602 |  266 |
| 2603 |  264 |
| 2604 |  263 |
| 2606 |  248 |
| 2608 |  342 |
| 2609 |  313 |
| 261  |  625 |
| 2611 |  238 |
| 2612 |  302 |
| 2613 |  328 |
| 2617 |  290 |
| 2618 |  237 |
| 262  |  565 |
| 2620 |  269 |
| 2622 |  251 |
| 2623 |  247 |
| 2624 |  255 |
| 2625 |  254 |
| 2627 |  205 |
| 2629 |  252 |
| 2630 |  298 |
| 2634 |  290 |
| 2635 |  416 |
| 2637 |  449 |
| 2639 |  139 |
| 264  |  563 |
| 2640 |  186 |
