mysql> SELECT FS_ID,SUM(CY) AS CY,COUNT(MEM_ID) AS EARNERS FROM INCOME_MEM_EARNERS WHERE CY<>0 GROUP BY FS_ID ;
+-------+-------+---------+
| FS_ID | CY    | EARNERS |
|  3754 | 18945 |       2 |
|  3755 |  6987 |       2 |
|  3756 |  4500 |       1 |
|  3757 |  7347 |       2 |
|  3758 |  6066 |       1 |
|  3759 |  7581 |       1 |
|  3760 |  4200 |       1 |
|  3761 | 12237 |       2 |
|  3762 | 11592 |       2 |
|  3763 | 16953 |       2 |
|  3764 |  6438 |       2 |
|  3766 | 11286 |       1 |
|  3769 |  6336 |       2 |
|  3770 |  8838 |       2 |
|  3771 |  7047 |       2 |
|  3772 |  8055 |       2 |
|  3773 |  4428 |       1 |
|  3774 |  7530 |       2 |
|  3775 | 14805 |       5 |
|  3776 |  3777 |       1 |
|  3777 | 22143 |       2 |
|  3778 |  1950 |       1 |
|  3780 |  5529 |       2 |
|  3781 |  6453 |       2 |
|  3783 | 13554 |       4 |
|  3784 |  8919 |       3 |
|  3786 | 14013 |       3 |
|  3787 |  6486 |       2 |
|  3788 | 11205 |       3 |
|  3789 | 16914 |       2 |
|  3790 | 12159 |       2 |
|  3791 | 13236 |       2 |
|  3793 |  6213 |       2 |
|  3795 | 12027 |       1 |
|  3796 | 11820 |       2 |
|  3797 |  7872 |       3 |
|  3798 |  5529 |       2 |
|  3802 |   630 |       2 |
|  3804 |  1050 |       2 |
|  3805 |  2493 |       4 |
|  3806 |  8781 |       2 |
|  3812 |  8677 |       2 |
|  3814 |  3900 |       1 |
|  3816 |  4170 |       1 |
|  3819 |  5417 |       2 |
|  3820 |  1500 |       1 |
|  3824 |  5787 |       1 |
|  3826 |  5895 |       2 |
|  3829 |   672 |       2 |
|  3830 |  2316 |       1 |
|  3831 |  5130 |       2 |
|  3832 |  2100 |       1 |
|  3835 |  2841 |       1 |
|  3836 |  5808 |       1 |
|  3838 |   750 |       1 |
|  3839 |  2160 |       1 |
|  3842 | 13200 |       2 |
|  3846 |  1386 |       2 |
|  3847 |  1561 |       1 |
|  3849 |  3234 |       4 |
|  3855 |  4176 |       4 |
|  3856 |  1932 |       2 |
|  3857 |  3030 |       2 |
|  3859 |  2583 |       1 |
|  3860 |  7647 |       1 |
|  3861 |  7026 |       3 |
|  3862 | 16050 |       3 |
|  3863 | 11058 |       3 |
|  3867 |  7575 |       2 |
|  3868 |  9324 |       2 |
|  3869 |  8469 |       2 |
|  3870 |  5526 |       1 |
|  3872 |  1446 |       2 |
|  3875 |  3390 |       1 |
|  3880 |  3204 |       2 |
|  3881 |  6987 |       2 |
|  3883 |  3228 |       1 |
|  3884 | 46182 |       7 |
|  3886 | 13308 |       2 |
|  3888 | 13662 |       3 |
|  3892 |  6834 |       2 |
|  3893 |  3000 |       1 |
|  3895 | 43643 |       7 |
|  3896 | 21264 |       3 |
|  3897 |  9273 |       2 |
|  3898 |  9681 |       2 |
|  3899 | 24285 |       7 |
|  3901 | 26235 |       4 |
|  3902 | 15960 |       5 |
|  3904 | 22074 |       4 |
|  3905 | 21357 |       5 |
|  3906 | 14994 |       4 |
|  3907 |  3300 |       1 |
|  3909 | 34902 |       9 |
|  3910 | 13509 |       2 |
|  3911 |  7392 |       2 |
|  3912 |  9819 |       3 |
|  3913 | 12525 |       3 |
|  3915 | 12444 |       3 |
|  3916 |  9387 |       3 |
|  3917 | 10455 |       2 |
|  3920 |  1950 |       1 |
|  3921 |  8427 |       3 |
|  3922 | 10365 |       3 |
|  3923 |  9732 |       2 |
|  3924 | 13827 |       3 |
|  3927 |  9240 |       1 |
|  3928 | 11259 |       1 |
|  3929 | 18112 |       3 |
|  3930 |  9225 |       3 |
|  3931 |  9987 |       1 |
|  3935 |  1290 |       1 |
|  3937 |  8067 |       2 |
|  3938 | 45384 |       5 |
|  3940 |  8781 |       1 |
|  3943 |  5415 |       1 |
|  3944 |  5811 |       2 |
|  3945 | 14334 |       1 |
|  3946 | 10380 |       3 |
|  3947 | 14997 |       5 |
|  3949 | 14622 |       4 |
|  3950 | 11031 |       3 |
|  3951 |  9804 |       2 |
|  3953 | 12021 |       4 |
|  3954 | 15225 |       5 |
|  3955 | 10050 |       3 |
|  3957 | 11670 |       3 |
|  3958 | 30678 |       6 |
|  3959 | 21030 |       6 |
|  3960 | 12834 |       4 |
|  3961 | 16911 |       3 |
|  3962 |  2850 |       1 |
|  3963 | 25764 |       2 |
|  3964 |  7329 |       2 |
|  3965 |  3300 |       1 |
|  3966 | 12627 |       1 |
|  3968 |  2700 |       1 |
|  3971 | 20229 |       2 |
|  3973 |  9207 |       2 |
|  3974 | 12894 |       2 |
|  3975 | 21780 |       2 |
|  3976 |  3000 |       1 |
|  3978 | 14046 |       1 |
|  3979 | 11991 |       3 |
|  3980 | 18624 |       5 |
|  3982 | 11106 |       3 |
|  3984 | 15969 |       2 |
|  3985 | 11334 |       3 |
|  3987 | 32043 |       4 |
|  3989 | 14415 |       2 |
|  3990 | 13489 |       3 |
|  3994 | 18051 |       2 |
|  3995 |  9135 |       1 |
|  3996 |  9027 |       2 |
|  3997 | 29469 |       2 |
|  3999 | 12417 |       2 |
|  4000 | 11349 |       2 |
|  4001 | 27870 |       6 |
|  4002 |  6528 |       2 |
|  4004 |  2100 |       1 |
|  4005 |  8541 |       2 |
|  4007 | 12363 |       3 |
|  4008 | 15342 |       4 |
|  4009 |  7953 |       1 |
|  4010 | 30885 |       8 |
|  4014 |  9939 |       4 |
|  4016 | 10755 |       2 |
|  4017 |  2550 |       1 |
|  4018 | 12273 |       2 |
|  4021 | 12924 |       3 |
|  4023 | 11916 |       2 |
|  4024 | 12516 |       2 |
|  4027 | 14505 |       4 |
|  4028 |  3000 |       1 |
|  4029 |  6720 |       2 |
|  4031 |  4710 |       1 |
|  4032 |  4500 |       1 |
|  4033 |  9984 |       3 |
|  4036 |  4800 |       1 |
|  4037 |  2550 |       1 |
|  4038 |  8949 |       2 |
|  4039 |  2550 |       1 |
|  4040 | 18201 |       4 |
|  4041 |  8214 |       4 |
|  4042 | 15384 |       3 |
|  4043 |  5550 |       2 |
|  4044 |  2400 |       1 |
|  4045 |  6264 |       1 |
|  4047 | 20649 |       4 |
|  4048 | 18600 |       3 |
|  4049 | 19021 |       4 |
|  4050 | 13188 |       4 |
|  4051 | 45588 |       6 |
|  4052 |  8421 |       1 |
|  4053 | 16065 |       5 |
|  4054 | 10485 |       3 |
|  4057 |  5136 |       2 |
|  4059 |  6618 |       2 |
|  4060 | 10641 |       3 |
|  4061 | 13182 |       2 |
|  4062 |  5550 |       1 |
|  4063 |  3600 |       1 |
|  4064 | 13608 |       3 |
|  4065 |  4320 |       2 |
|  4067 | 14103 |       2 |
|  4069 |  6753 |       1 |
|  4070 |  9426 |       2 |
|  4072 |  3000 |       1 |
|  4075 |  6936 |       1 |
|  4076 |  7710 |       2 |
|  4077 | 10167 |       1 |
|  4079 |  8559 |       2 |
|  4080 |  9543 |       2 |
|  4081 |  6267 |       2 |
|  4082 | 12162 |       3 |
|  4085 |  4800 |       1 |
|  4086 |  6678 |       1 |
|  4087 | 10296 |       3 |
|  4088 |  2550 |       1 |
|  4089 | 25983 |       6 |
|  4091 | 13716 |       2 |
|  4092 | 19368 |       4 |
|  4093 | 12795 |       4 |
|  4094 | 13341 |       4 |
|  4095 | 34809 |       5 |
|  4096 | 12516 |       1 |
|  4097 | 12594 |       3 |
|  4098 |  9594 |       3 |
|  4099 | 11628 |       2 |
|  4100 | 16560 |       5 |
|  4102 | 14817 |       2 |
|  4103 |  9726 |       2 |
|  4104 |  4200 |       1 |
|  4105 |  4200 |       1 |
|  4106 | 20964 |       3 |
|  4108 | 16698 |       2 |
|  4109 |  7767 |       2 |
|  4110 | 20007 |       1 |
|  4111 |  9300 |       1 |
|  4112 | 14898 |       4 |
|  4113 |  5157 |       1 |
|  4115 |   540 |       2 |
|  4119 | 19123 |       7 |
|  4123 |  7032 |       2 |
|  4124 |  9420 |       2 |
|  4125 |  9687 |       1 |
|  4126 | 10614 |       2 |
|  4130 |  4197 |       1 |
|  4131 |  8118 |       3 |
|  4135 | 19273 |       2 |
|  4641 |  1140 |       2 |
|  4644 |  1200 |       1 |
|  4646 |  2100 |       1 |
|  4648 |  1200 |       1 |
|  4649 |  7500 |       2 |
|  4650 |  2550 |       1 |
|  4652 |  1350 |       1 |
|  4653 |  1323 |       1 |
|  4654 |  1050 |       1 |
|  4655 |  2460 |       2 |
|  4656 |  3870 |       1 |
|  4657 |  6447 |       1 |
|  4658 |  1449 |       1 |
|  4659 |  2700 |       2 |
|  4660 |  2502 |       1 |
|  4661 |  1962 |       2 |
|  4662 |  3579 |       2 |
|  4663 |  4605 |       6 |
|  4665 |  1284 |       2 |
|  4666 |  1548 |       1 |
|  4667 |  3873 |       1 |
|  4668 |   903 |       1 |
|  4670 |  5445 |       2 |
|  4672 |  1869 |       1 |
|  4673 |  2889 |       2 |
|  4677 |  6300 |       1 |
|  4678 |  3306 |       2 |
|  4680 |  1500 |       2 |
|  4682 |   963 |       1 |
|  4685 |  6348 |       2 |
|  4686 |  1380 |       1 |
|  4687 |  1363 |       1 |
+-------+-------+---------+
2925 rows in set (0.03 sec)

mysql> NOTEE;
